"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 06- 02","288,200","293,900","301,800","275,700","44.25K","-1.81%"
"2020- 06- 01","293,500","280,300","297,000","279,400","31.02K","4.71%"
"2020- 05- 31","280,300","291,400","294,000","278,500","25.10K","-3.68%"
"2020- 05- 30","291,000","267,000","295,200","265,000","36.09K","8.99%"
"2020- 05- 29","267,000","266,100","270,700","262,300","11.43K","0.34%"
"2020- 05- 28","266,100","252,500","266,100","249,700","26.57K","5.39%"
"2020- 05- 27","252,500","244,000","252,900","243,800","10.64K","3.48%"
"2020- 05- 26","244,000","248,400","248,900","239,800","17.79K","-1.77%"
"2020- 05- 25","248,400","244,000","249,500","242,500","9.00K","1.64%"
"2020- 05- 24","244,400","250,400","254,600","244,100","22.96K","-2.40%"
"2020- 05- 23","250,400","251,400","255,900","248,900","5.54K","-0.40%"
"2020- 05- 22","251,400","243,100","254,100","239,000","16.40K","3.41%"
"2020- 05- 21","243,100","254,300","256,300","235,000","34.34K","-4.40%"
"2020- 05- 20","254,300","257,500","258,000","250,400","22.99K","-1.24%"
"2020- 05- 19","257,500","258,300","258,700","253,300","9.62K","-0.31%"
"2020- 05- 18","258,300","248,500","259,300","248,300","10.83K","3.94%"
"2020- 05- 17","248,500","241,600","251,100","241,100","15.42K","2.86%"
"2020- 05- 16","241,600","236,800","245,300","235,100","9.73K","2.03%"
"2020- 05- 15","236,800","244,500","245,300","234,700","16.17K","-3.15%"
"2020- 05- 14","244,500","241,800","248,000","237,300","18.99K","1.12%"
"2020- 05- 13","241,800","230,300","242,400","228,200","25.64K","4.99%"
"2020- 05- 12","230,300","226,400","232,700","226,100","16.23K","1.81%"
"2020- 05- 11","226,200","229,700","237,500","217,900","43.93K","-1.69%"
"2020- 05- 10","230,100","254,100","254,600","222,600","44.97K","-9.45%"
"2020- 05- 09","254,100","255,900","258,500","251,900","11.51K","-0.63%"
"2020- 05- 08","255,700","255,000","262,000","251,700","21.69K","0.31%"
"2020- 05- 07","254,900","244,900","259,000","243,100","40.20K","3.79%"
"2020- 05- 06","245,600","249,600","255,400","244,800","29.68K","-1.68%"
"2020- 05- 05","249,800","252,400","256,200","246,400","22.71K","-1.19%"
"2020- 05- 04","252,800","256,800","258,300","238,800","17.12K","-1.63%"
"2020- 05- 03","257,000","259,500","265,000","252,000","16.04K","-0.96%"
"2020- 05- 02","259,500","258,500","261,100","255,500","16.66K","0.27%"
"2020- 05- 01","258,800","250,100","264,700","249,800","17.75K","3.48%"
"2020- 04- 30","250,100","258,500","274,300","243,400","33.86K","-3.21%"
"2020- 04- 29","258,400","238,800","260,000","238,800","44.31K","8.16%"
"2020- 04- 28","238,900","239,600","240,000","234,800","11.58K","-0.33%"
"2020- 04- 27","239,700","240,300","242,300","232,100","19.60K","-0.21%"
"2020- 04- 26","240,200","236,300","242,100","234,400","25.15K","1.65%"
"2020- 04- 25","236,300","227,500","238,500","226,100","18.35K","3.91%"
"2020- 04- 24","227,400","224,500","230,300","224,100","12.52K","1.29%"
"2020- 04- 23","224,500","221,300","230,000","217,300","51.37K","1.35%"
"2020- 04- 22","221,500","209,800","222,800","209,000","28.74K","5.58%"
"2020- 04- 21","209,800","209,000","214,000","206,500","18.40K","0.38%"
"2020- 04- 20","209,000","218,900","225,000","206,400","72.38K","-4.61%"
"2020- 04- 19","219,100","225,500","226,600","214,600","27.45K","-2.80%"
"2020- 04- 18","225,400","206,900","227,800","206,700","55.16K","8.94%"
"2020- 04- 17","206,900","207,600","210,500","203,500","20.33K","-0.29%"
"2020- 04- 16","207,500","186,900","209,900","181,500","33.70K","10.84%"
"2020- 04- 15","187,200","193,100","195,800","187,000","20.34K","-3.11%"
"2020- 04- 14","193,200","191,500","196,500","190,100","18.45K","0.84%"
"2020- 04- 13","191,600","194,200","194,600","186,100","23.19K","-1.54%"
"2020- 04- 12","194,600","194,800","201,200","190,900","39.84K","-0.21%"
"2020- 04- 11","195,000","193,500","198,200","189,700","17.19K","0.67%"
"2020- 04- 10","193,700","205,100","206,000","186,100","41.97K","-5.60%"
"2020- 04- 09","205,200","207,700","208,900","200,600","22.30K","-1.20%"
"2020- 04- 08","207,700","197,900","209,300","196,700","22.89K","4.90%"
"2020- 04- 07","198,000","205,800","211,500","195,600","67.67K","-3.74%"
"2020- 04- 06","205,700","172,600","206,300","172,600","90.97K","19.25%"
"2020- 04- 05","172,500","173,300","174,700","170,700","10.34K","-0.40%"
"2020- 04- 04","173,200","170,900","174,600","169,000","22.04K","1.29%"
"2020- 04- 03","171,000","169,900","175,600","168,000","16.21K","0.65%"
"2020- 04- 02","169,900","164,600","175,600","164,200","83.64K","3.22%"
"2020- 04- 01","164,600","161,500","165,500","158,200","27.56K","1.92%"
"2020- 03- 31","161,500","160,800","164,100","158,700","16.13K","0.44%"
"2020- 03- 30","160,800","152,900","164,400","152,700","28.79K","5.03%"
"2020- 03- 29","153,100","160,800","161,600","152,900","29.95K","-4.73%"
"2020- 03- 28","160,700","162,300","162,800","152,500","26.56K","-1.11%"
"2020- 03- 27","162,500","170,000","172,500","161,100","32.15K","-4.36%"
"2020- 03- 26","169,900","169,100","171,300","165,000","28.86K","0.83%"
"2020- 03- 25","168,500","171,800","175,500","166,300","18.27K","-1.92%"
"2020- 03- 24","171,800","169,200","175,000","164,000","36.76K","1.54%"
"2020- 03- 23","169,200","155,000","170,100","152,100","40.11K","9.02%"
"2020- 03- 22","155,200","166,000","170,400","154,600","48.77K","-6.39%"
"2020- 03- 21","165,800","167,500","174,300","158,900","37.36K","-1.01%"
"2020- 03- 20","167,500","169,900","190,500","152,200","162.49K","-1.30%"
"2020- 03- 19","169,700","147,600","180,400","145,200","174.51K","14.82%"
"2020- 03- 18","147,800","147,600","150,100","139,700","33.25K","0.14%"
"2020- 03- 17","147,600","140,800","152,200","139,300","34.66K","4.83%"
"2020- 03- 16","140,800","159,200","160,500","136,600","92.58K","-11.67%"
"2020- 03- 15","159,400","161,500","166,000","155,400","53.87K","-1.42%"
"2020- 03- 14","161,700","174,500","177,100","159,800","28.36K","-7.39%"
"2020- 03- 13","174,600","142,700","179,900","130,000","146.38K","22.44%"
"2020- 03- 12","142,600","233,400","234,200","136,700","168.98K","-38.93%"
"2020- 03- 11","233,500","242,500","244,900","218,700","59.53K","-3.67%"
"2020- 03- 10","242,400","248,800","250,000","237,700","24.71K","-2.57%"
"2020- 03- 09","248,800","244,900","256,300","232,800","65.78K","1.72%"
"2020- 03- 08","244,600","285,000","285,000","240,600","87.45K","-14.27%"
"2020- 03- 07","285,300","290,900","300,900","284,200","38.79K","-1.93%"
"2020- 03- 06","290,900","272,000","291,000","271,200","15.52K","6.95%"
"2020- 03- 05","272,000","268,900","277,900","268,900","18.00K","1.15%"
"2020- 03- 04","268,900","268,500","274,000","265,100","9.42K","0.15%"
"2020- 03- 03","268,500","277,700","278,100","265,000","27.10K","-3.28%"
"2020- 03- 02","277,600","264,400","279,800","262,900","26.73K","4.95%"
"2020- 03- 01","264,500","264,600","274,500","259,600","26.62K","0.00%"
"2020- 02- 29","264,500","275,900","281,500","264,200","16.41K","-4.13%"
"2020- 02- 28","275,900","276,100","285,000","260,900","27.29K","0.11%"
"2020- 02- 27","275,600","273,700","288,100","254,000","28.37K","0.84%"
"2020- 02- 26","273,300","300,100","304,200","266,000","56.33K","-8.90%"
"2020- 02- 25","300,000","319,800","320,300","298,400","29.37K","-6.25%"
"2020- 02- 24","320,000","324,700","328,700","312,400","22.26K","-1.39%"
"2020- 02- 23","324,500","311,100","325,200","311,000","12.33K","4.31%"
"2020- 02- 22","311,100","314,900","316,600","305,900","7.96K","-1.11%"
"2020- 02- 21","314,600","308,800","318,600","305,500","15.51K","1.85%"
"2020- 02- 20","308,900","308,100","314,800","296,300","24.85K","0.23%"
"2020- 02- 19","308,200","329,100","333,800","305,000","57.85K","-6.27%"
"2020- 02- 18","328,800","315,400","332,500","305,900","54.26K","4.18%"
"2020- 02- 17","315,600","305,700","316,500","283,300","45.87K","3.24%"
"2020- 02- 16","305,700","307,000","321,200","280,000","69.81K","-0.42%"
"2020- 02- 15","307,000","327,200","330,300","305,700","63.52K","-6.17%"
"2020- 02- 14","327,200","309,500","328,800","302,200","32.38K","5.58%"
"2020- 02- 13","309,900","303,500","318,100","294,300","25.67K","2.11%"
"2020- 02- 12","303,500","272,300","314,400","272,300","66.96K","11.34%"
"2020- 02- 11","272,600","260,800","275,200","253,300","44.84K","4.40%"
"2020- 02- 10","261,100","266,300","266,700","253,700","16.14K","-1.95%"
"2020- 02- 09","266,300","261,100","268,300","259,300","15.75K","2.11%"
"2020- 02- 08","260,800","262,100","265,600","249,000","16.84K","-0.50%"
"2020- 02- 07","262,100","245,800","263,800","245,800","19.74K","6.54%"
"2020- 02- 06","246,000","234,300","249,900","230,000","20.07K","4.99%"
"2020- 02- 05","234,300","218,400","237,300","218,000","24.63K","7.23%"
"2020- 02- 04","218,500","219,700","221,500","213,100","13.24K","-0.59%"
"2020- 02- 03","219,800","217,200","223,200","216,300","10.77K","1.24%"
"2020- 02- 02","217,100","211,900","221,900","208,300","16.89K","2.50%"
"2020- 02- 01","211,800","207,500","212,200","207,100","6.88K","1.92%"
"2020- 01- 31","207,800","209,200","211,000","202,600","13.74K","-0.62%"
"2020- 01- 30","209,100","199,400","211,200","195,400","36.07K","4.71%"
"2020- 01- 29","199,700","198,100","203,600","197,600","11.11K","0.76%"
"2020- 01- 28","198,200","193,500","198,600","193,500","15.71K","2.43%"
"2020- 01- 27","193,500","194,300","196,600","191,500","19.93K","-0.36%"
"2020- 01- 26","194,200","187,200","194,500","186,500","10.20K","3.74%"
"2020- 01- 25","187,200","188,800","189,200","184,300","3.60K","-0.85%"
"2020- 01- 24","188,800","188,700","190,700","182,000","6.05K","0.05%"
"2020- 01- 23","188,700","192,000","192,400","185,000","8.56K","-1.87%"
"2020- 01- 22","192,300","193,600","196,300","189,700","4.96K","-0.41%"
"2020- 01- 21","193,100","189,800","194,300","188,600","9.95K","1.74%"
"2020- 01- 20","189,800","189,900","192,500","184,700","9.66K","-0.11%"
"2020- 01- 19","190,000","197,100","202,200","184,300","14.87K","-3.80%"
"2020- 01- 18","197,500","190,700","204,200","187,000","28.27K","3.46%"
"2020- 01- 17","190,900","184,400","196,600","181,900","24.26K","3.75%"
"2020- 01- 16","184,000","183,300","185,700","177,000","14.48K","0.16%"
"2020- 01- 15","183,700","182,200","191,400","177,200","21.52K","0.60%"
"2020- 01- 14","182,600","162,500","185,000","162,500","91.29K","12.37%"
"2020- 01- 13","162,500","164,800","165,000","160,800","4.22K","-1.34%"
"2020- 01- 12","164,700","161,000","164,700","160,400","5.77K","2.17%"
"2020- 01- 11","161,200","163,300","166,100","160,800","15.83K","-1.29%"
"2020- 01- 10","163,300","157,600","165,100","154,400","28.25K","3.75%"
"2020- 01- 09","157,400","159,200","160,600","154,800","9.80K","-0.94%"
"2020- 01- 08","158,900","164,600","170,400","156,100","18.52K","-3.52%"
"2020- 01- 07","164,700","164,600","166,400","159,300","15.24K","-0.06%"
"2020- 01- 06","164,800","155,700","164,800","155,200","13.60K","5.84%"
"2020- 01- 05","155,700","154,500","158,700","154,000","14.25K","0.71%"
"2020- 01- 04","154,600","154,700","156,300","152,600","10.44K","-0.13%"
"2020- 01- 03","154,800","146,800","155,600","145,000","13.08K","5.45%"
"2020- 01- 02","146,800","150,600","150,700","146,700","8.49K","-2.59%"
"2020- 01- 01","150,700","148,900","153,200","148,600","4.92K","1.01%"
"2019- 12- 31","149,200","151,400","154,000","148,100","13.70K","-1.52%"
"2019- 12- 30","151,500","154,100","156,200","150,000","8.31K","-1.75%"
"2019- 12- 29","154,200","147,600","158,200","147,100","24.30K","4.47%"
"2019- 12- 28","147,600","146,000","149,300","145,800","8.51K","1.10%"
"2019- 12- 27","146,000","146,100","147,100","142,100","8.50K","0.00%"
"2019- 12- 26","146,000","145,400","152,800","144,200","20.94K","0.48%"
"2019- 12- 25","145,300","148,700","148,900","144,100","13.29K","-2.29%"
"2019- 12- 24","148,700","148,700","150,500","147,500","6.65K","0.00%"
"2019- 12- 23","148,700","153,100","156,200","146,900","14.94K","-2.87%"
"2019- 12- 22","153,100","147,900","154,300","147,500","11.49K","3.80%"
"2019- 12- 21","147,500","148,700","149,000","147,000","2.44K","-1.07%"
"2019- 12- 20","149,100","149,000","150,600","146,400","5.70K","0.07%"
"2019- 12- 19","149,000","154,700","156,000","146,600","5.59K","-3.68%"
"2019- 12- 18","154,700","142,700","156,900","136,700","32.84K","8.41%"
"2019- 12- 17","142,700","155,300","155,700","140,300","24.24K","-8.11%"
"2019- 12- 16","155,300","166,700","166,700","151,800","30.34K","-6.84%"
"2019- 12- 15","166,700","166,000","168,400","163,700","3.63K","0.42%"
"2019- 12- 14","166,000","169,600","169,900","165,200","4.88K","-2.01%"
"2019- 12- 13","169,400","169,900","170,600","167,700","6.87K","-0.24%"
"2019- 12- 12","169,800","169,200","171,100","164,700","8.46K","0.53%"
"2019- 12- 11","168,900","172,100","173,000","167,900","10.59K","-1.75%"
"2019- 12- 10","171,900","174,200","175,000","170,000","9.93K","-1.32%"
"2019- 12- 09","174,200","176,100","176,900","173,400","17.03K","-1.14%"
"2019- 12- 08","176,200","172,600","177,500","171,900","11.57K","2.09%"
"2019- 12- 07","172,600","174,000","174,800","172,500","4.87K","-0.80%"
"2019- 12- 06","174,000","174,000","175,000","172,200","13.75K","-0.06%"
"2019- 12- 05","174,100","172,000","175,900","170,300","10.59K","1.10%"
"2019- 12- 04","172,200","173,700","177,400","169,800","18.42K","-0.86%"
"2019- 12- 03","173,700","175,500","176,500","172,500","5.96K","-1.03%"
"2019- 12- 02","175,500","177,400","177,900","173,300","6.22K","-0.90%"
"2019- 12- 01","177,100","178,200","179,200","171,900","10.22K","-0.78%"
"2019- 11- 30","178,500","181,200","181,900","176,100","11.44K","-1.49%"
"2019- 11- 29","181,200","177,100","184,700","176,500","17.22K","2.43%"
"2019- 11- 28","176,900","178,600","180,900","175,200","16.03K","-0.84%"
"2019- 11- 27","178,400","173,100","181,800","165,100","38.56K","2.88%"
"2019- 11- 26","173,400","171,000","176,500","168,600","16.30K","1.46%"
"2019- 11- 25","170,900","166,600","177,800","155,100","30.81K","2.64%"
"2019- 11- 24","166,500","180,400","181,300","165,100","46.07K","-7.60%"
"2019- 11- 23","180,200","178,400","183,000","174,100","15.77K","1.12%"
"2019- 11- 22","178,200","190,900","193,200","166,900","41.02K","-6.65%"
"2019- 11- 21","190,900","204,700","205,800","187,000","34.39K","-6.79%"
"2019- 11- 20","204,800","206,000","207,300","203,300","8.88K","-0.53%"
"2019- 11- 19","205,900","208,500","209,000","202,200","14.27K","-1.29%"
"2019- 11- 18","208,600","214,700","214,800","206,800","17.54K","-2.84%"
"2019- 11- 17","214,700","213,300","217,000","210,500","6.46K","0.61%"
"2019- 11- 16","213,400","211,100","214,700","210,100","7.25K","1.09%"
"2019- 11- 15","211,100","215,500","217,200","208,000","16.34K","-1.95%"
"2019- 11- 14","215,300","219,000","219,400","214,000","12.79K","-1.69%"
"2019- 11- 13","219,000","217,700","220,200","215,400","26.28K","0.60%"
"2019- 11- 12","217,700","215,200","218,300","213,000","9.62K","1.07%"
"2019- 11- 11","215,400","219,000","220,300","214,500","16.00K","-1.64%"
"2019- 11- 10","219,000","215,300","221,900","213,100","21.69K","1.72%"
"2019- 11- 09","215,300","213,900","215,900","212,800","33.96K","0.65%"
"2019- 11- 08","213,900","216,400","217,900","210,600","22.30K","-1.16%"
"2019- 11- 07","216,400","220,000","221,200","213,500","10.27K","-1.68%"
"2019- 11- 06","220,100","217,900","223,400","216,900","108.71K","0.96%"
"2019- 11- 05","218,000","214,700","222,000","212,200","81.10K","1.54%"
"2019- 11- 04","214,700","212,900","218,500","210,500","89.81K","0.94%"
"2019- 11- 03","212,700","213,600","215,500","210,100","7.98K","-0.28%"
"2019- 11- 02","213,300","213,900","216,200","212,300","13.19K","-0.28%"
"2019- 11- 01","213,900","213,600","215,900","208,900","44.23K","0.28%"
"2019- 10- 31","213,300","214,100","215,900","208,500","12.53K","-0.42%"
"2019- 10- 30","214,200","220,400","222,500","210,600","15.87K","-2.81%"
"2019- 10- 29","220,400","211,500","223,800","211,200","28.30K","4.16%"
"2019- 10- 28","211,600","212,000","217,100","210,100","12.62K","-0.19%"
"2019- 10- 27","212,000","208,700","217,300","205,100","27.76K","1.73%"
"2019- 10- 26","208,400","210,600","226,100","202,700","17.54K","-1.04%"
"2019- 10- 25","210,600","189,100","216,200","188,900","79.14K","11.31%"
"2019- 10- 24","189,200","192,200","193,600","187,000","11.14K","-1.51%"
"2019- 10- 23","192,100","202,000","203,100","182,700","25.26K","-5.00%"
"2019- 10- 22","202,200","205,000","206,100","201,400","14.35K","-1.41%"
"2019- 10- 21","205,100","207,200","210,200","202,600","16.01K","-1.01%"
"2019- 10- 20","207,200","204,300","208,900","201,700","17.04K","1.47%"
"2019- 10- 19","204,200","205,600","207,400","202,000","10.12K","-0.49%"
"2019- 10- 18","205,200","209,900","210,300","201,400","9.90K","-2.24%"
"2019- 10- 17","209,900","208,000","212,300","206,000","12.74K","0.86%"
"2019- 10- 16","208,100","214,600","215,900","205,000","13.37K","-3.07%"
"2019- 10- 15","214,700","220,800","222,600","211,900","27.05K","-2.76%"
"2019- 10- 14","220,800","214,700","221,500","214,000","23.53K","2.84%"
"2019- 10- 13","214,700","213,700","218,300","212,400","13.26K","0.37%"
"2019- 10- 12","213,900","215,000","219,300","212,000","16.73K","-0.37%"
"2019- 10- 11","214,700","227,000","233,700","213,600","22.43K","-5.42%"
"2019- 10- 10","227,000","229,400","230,700","222,900","14.00K","-1.05%"
"2019- 10- 09","229,400","214,900","232,300","213,500","37.22K","6.75%"
"2019- 10- 08","214,900","214,000","220,000","211,500","10.74K","0.47%"
"2019- 10- 07","213,900","204,300","217,300","202,100","25.70K","4.65%"
"2019- 10- 06","204,400","211,000","211,500","202,100","24.66K","-3.08%"
"2019- 10- 05","210,900","210,700","211,800","205,800","12.21K","0.19%"
"2019- 10- 04","210,500","211,000","214,700","205,800","15.91K","-0.09%"
"2019- 10- 03","210,700","217,700","218,000","206,100","16.94K","-3.26%"
"2019- 10- 02","217,800","212,000","218,600","209,500","16.39K","2.78%"
"2019- 10- 01","211,900","217,000","223,200","209,100","26.72K","-2.26%"
"2019- 09- 30","216,800","203,700","217,300","198,300","30.15K","6.43%"
"2019- 09- 29","203,700","209,100","210,000","198,600","21.96K","-2.49%"
"2019- 09- 28","208,900","208,800","211,000","202,300","37.83K","0.05%"
"2019- 09- 27","208,800","199,800","211,900","193,200","48.19K","4.56%"
"2019- 09- 26","199,700","204,500","206,000","185,000","92.97K","-2.39%"
"2019- 09- 25","204,600","200,400","211,600","193,300","41.15K","2.20%"
"2019- 09- 24","200,200","239,600","241,900","186,900","179.00K","-16.37%"
"2019- 09- 23","239,400","251,400","252,100","237,200","31.00K","-4.62%"
"2019- 09- 22","251,000","256,100","256,500","245,700","16.17K","-1.91%"
"2019- 09- 21","255,900","259,000","262,700","254,200","15.53K","-1.31%"
"2019- 09- 20","259,300","262,000","263,400","253,000","28.15K","-1.07%"
"2019- 09- 19","262,100","249,100","266,600","240,400","56.78K","5.13%"
"2019- 09- 18","249,300","245,900","257,100","245,900","16.05K","1.30%"
"2019- 09- 17","246,100","233,500","254,000","231,800","39.87K","5.40%"
"2019- 09- 16","233,500","223,500","235,600","223,200","27.46K","4.47%"
"2019- 09- 15","223,500","222,800","225,500","220,100","9.36K","0.22%"
"2019- 09- 14","223,000","215,400","223,600","214,000","20.02K","3.53%"
"2019- 09- 13","215,400","215,700","217,400","212,000","7.64K","-0.05%"
"2019- 09- 12","215,500","213,400","217,300","212,000","10.46K","1.03%"
"2019- 09- 11","213,300","215,000","217,900","209,700","10.46K","-0.79%"
"2019- 09- 10","215,000","214,500","219,000","212,100","11.96K","0.19%"
"2019- 09- 09","214,600","215,800","220,400","209,700","34.18K","-0.65%"
"2019- 09- 08","216,000","211,900","218,800","211,000","20.98K","1.98%"
"2019- 09- 07","211,800","202,600","215,300","201,900","49.25K","4.59%"
"2019- 09- 06","202,500","208,200","212,200","199,600","34.35K","-2.78%"
"2019- 09- 05","208,300","209,200","210,000","204,300","278.45K","-0.43%"
"2019- 09- 04","209,200","214,300","215,700","207,900","13.67K","-2.38%"
"2019- 09- 03","214,300","214,100","219,800","210,600","55.37K","0.14%"
"2019- 09- 02","214,000","206,400","218,000","205,200","208.48K","3.58%"
"2019- 09- 01","206,600","207,700","209,900","203,500","480.94K","-0.58%"
"2019- 08- 31","207,800","204,600","211,000","201,900","371.87K","1.46%"
